"","region_id","region_name","feature_name"
"171","blood_95","PHBC","aoc2"
"172","blood_95","PHBC","aoc2"
"173","blood_95","PHBC","aoc2"
"174","blood_95","PHBC","aoc2"
"175","blood_95","PHBC","slc16a1a"
"176","blood_95","PHBC","slc16a1a"
"177","blood_95","PHBC","slc16a1a"
"178","blood_95","PHBC","slc16a1a"
"179","blood_95","PHBC","slc16a1a"
"180","blood_95","PHBC","slc16a1a"
"181","blood_95","PHBC","slc16a1a"
"182","blood_95","PHBC","slc16a1a"
"183","blood_95","PHBC","slc16a1a"
"184","blood_95","PHBC","slc16a1a"
"185","blood_95","PHBC","zgc158423"
"186","blood_95","PHBC","zgc158423"
"187","blood_95","PHBC","zgc158423"
"188","blood_95","PHBC","zgc158423"
"189","blood_95","PHBC","zgc158423"
"190","blood_95","PHBC","zgc158423"
"191","blood_95","PHBC","zgc158423"
"192","blood_95","PHBC","zgc158423"
"193","blood_95","PHBC","zgc158423"
"194","blood_95","PHBC","zgc158423"
"195","blood_95","PHBC","zgc158423"
"196","blood_95","PHBC","pdgfrb"
"197","blood_95","PHBC","pdgfrb"
"198","blood_95","PHBC","lypd6"
"199","blood_95","PHBC","dll4"
"200","blood_95","PHBC","dll4"
"201","blood_95","PHBC","cldn5a"
"202","blood_95","PHBC","cldn5a"
"203","blood_95","PHBC","cldn5a"
"204","blood_95","PHBC","cldn5a"
"205","blood_95","PHBC","cldn5a"
"206","blood_95","PHBC","cldn5a"
"207","blood_95","PHBC","cldn5a"
"208","blood_95","PHBC","cldn5a"
"209","blood_95","PHBC","kdrl"
"210","blood_95","PHBC","ehd2b"
"211","blood_95","PHBC","ehd2b"
"212","blood_95","PHBC","ehd2b"
"213","blood_95","PHBC","slco1d1"
"214","blood_95","PHBC","abcc2"
"215","blood_95","PHBC","abcc2"
"216","blood_95","PHBC","abcc2"
"217","blood_95","PHBC","abcc2"
"218","blood_95","PHBC","abcc2"
"219","blood_95","PHBC","bcl6b"
"220","blood_95","PHBC","bcl6b"
"221","blood_95","PHBC","bcl6b"
"222","blood_95","PHBC","bcl6b"
"223","blood_95","PHBC","hey1"
"224","blood_95","PHBC","hey1"
"225","blood_95","PHBC","dab2"
"226","blood_95","PHBC","aplnrb"
"227","blood_95","PHBC","pecam1"
"228","blood_95","PHBC","pecam1"
"229","blood_95","PHBC","pecam1"
"230","blood_95","PHBC","abcg2a"
"231","blood_95","PHBC","abcg2a"
"232","blood_95","PHBC","esm1"
"233","blood_95","PHBC","fgf4"
"234","blood_95","PHBC","myo1hb"
"235","blood_95","PHBC","myo1hb"
"236","blood_95","PHBC","myo1hb"
"237","blood_95","PHBC","hey2"
"238","blood_95","PHBC","hey2"
"239","blood_94","BA","stab1"
"240","blood_94","BA","stab1"
"241","blood_94","BA","stab1"
"242","blood_94","BA","slc2a1a"
"243","blood_94","BA","eGFP"
"244","blood_94","BA","eGFP"
"245","blood_94","BA","eGFP"
"246","blood_94","BA","eGFP"
"247","blood_94","BA","eGFP"
"248","blood_94","BA","eGFP"
"249","blood_94","BA","eGFP"
"250","blood_94","BA","eGFP"
"251","blood_94","BA","eGFP"
"252","blood_94","BA","eGFP"
"253","blood_94","BA","eGFP"
"254","blood_94","BA","eGFP"
"255","blood_94","BA","eGFP"
"256","blood_94","BA","eGFP"
"257","blood_94","BA","eGFP"
"258","blood_94","BA","eGFP"
"259","blood_94","BA","eGFP"
"260","blood_94","BA","eGFP"
"261","blood_94","BA","eGFP"
"262","blood_94","BA","eGFP"
"263","blood_94","BA","eGFP"
"264","blood_94","BA","eGFP"
"265","blood_94","BA","eGFP"
"266","blood_94","BA","eGFP"
"267","blood_94","BA","eGFP"
"268","blood_94","BA","slc7a5"
"269","blood_94","BA","slc7a5"
"270","blood_94","BA","slc7a5"
"271","blood_94","BA","slc7a5"
"272","blood_94","BA","slc7a5"
"273","blood_94","BA","slc7a5"
"274","blood_94","BA","slc7a5"
"275","blood_94","BA","prdx1"
"276","blood_94","BA","prdx1"
"277","blood_94","BA","ehd3"
"278","blood_94","BA","ehd3"
"279","blood_94","BA","aoc2"
"280","blood_94","BA","aoc2"
"281","blood_94","BA","aoc2"
"282","blood_94","BA","aoc2"
"283","blood_94","BA","slc16a1a"
"284","blood_94","BA","slc16a1a"
"285","blood_94","BA","slc16a1a"
"286","blood_94","BA","slc16a1a"
"287","blood_94","BA","zgc158423"
"288","blood_94","BA","zgc158423"
"289","blood_94","BA","zgc158423"
"290","blood_94","BA","zgc158423"
"291","blood_94","BA","zgc158423"
"292","blood_94","BA","zgc158423"
"293","blood_94","BA","zgc158423"
"294","blood_94","BA","zgc158423"
"295","blood_94","BA","pdgfrb"
"296","blood_94","BA","lypd6"
"297","blood_94","BA","lypd6"
"298","blood_94","BA","slco1c1"
"299","blood_94","BA","dll4"
"300","blood_94","BA","cldn5a"
"301","blood_94","BA","cldn5a"
"302","blood_94","BA","cldn5a"
"303","blood_94","BA","cldn5a"
"304","blood_94","BA","kdrl"
"305","blood_94","BA","ehd2b"
"306","blood_94","BA","ehd2b"
"307","blood_94","BA","abcc2"
"308","blood_94","BA","bcl6b"
"309","blood_94","BA","bcl6b"
"310","blood_94","BA","dab2"
"311","blood_94","BA","pecam1"
"312","blood_94","BA","zic2b"
"313","blood_94","BA","abcg2a"
"314","blood_94","BA","abcb4"
"315","blood_93","PMsCtA","eGFP"
"316","blood_93","PMsCtA","slc7a5"
"317","blood_93","PMsCtA","stab2"
"318","blood_93","PMsCtA","abcc2"
"319","blood_93","PMsCtA","pecam1"
"320","blood_92","PHBC","spock3"
"321","blood_92","PHBC","spock3"
"322","blood_92","PHBC","eGFP"
"323","blood_92","PHBC","eGFP"
"324","blood_92","PHBC","eGFP"
"325","blood_92","PHBC","eGFP"
"326","blood_92","PHBC","eGFP"
"327","blood_92","PHBC","slc7a5"
"328","blood_92","PHBC","slc7a5"
"329","blood_92","PHBC","ehd3"
"330","blood_92","PHBC","aoc2"
"331","blood_92","PHBC","slc16a1a"
"332","blood_92","PHBC","slc16a1a"
"333","blood_92","PHBC","zgc158423"
"334","blood_92","PHBC","zgc158423"
"335","blood_92","PHBC","pdgfrb"
"336","blood_92","PHBC","cldn5a"
"337","blood_92","PHBC","kdrl"
"338","blood_92","PHBC","bcl6b"
"339","blood_92","PHBC","hey1"
"340","blood_92","PHBC","pecam1"
"341","blood_92","PHBC","esm1"
"342","blood_92","PHBC","fgf4"
"343","blood_92","PHBC","hey2"
"344","blood_90","BA","eGFP"
"345","blood_90","BA","eGFP"
"346","blood_90","BA","eGFP"
"347","blood_90","BA","eGFP"
"348","blood_90","BA","eGFP"
"349","blood_90","BA","eGFP"
"350","blood_90","BA","eGFP"
"351","blood_90","BA","eGFP"
"352","blood_90","BA","eGFP"
"353","blood_90","BA","eGFP"
"354","blood_90","BA","eGFP"
"355","blood_90","BA","eGFP"
"356","blood_90","BA","eGFP"
"357","blood_90","BA","eGFP"
"358","blood_90","BA","slc7a5"
"359","blood_90","BA","slc7a5"
"360","blood_90","BA","slc7a5"
"361","blood_90","BA","slc7a5"
"362","blood_90","BA","slc7a5"
"363","blood_90","BA","slc7a5"
"364","blood_90","BA","slc7a5"
"365","blood_90","BA","slc7a5"
"366","blood_90","BA","stab2"
"367","blood_90","BA","prdx1"
"368","blood_90","BA","prdx1"
"369","blood_90","BA","prdx1"
"370","blood_90","BA","aoc2"
"371","blood_90","BA","aoc2"
"372","blood_90","BA","slc16a1a"
"373","blood_90","BA","slc16a1a"
"374","blood_90","BA","slc16a1a"
"375","blood_90","BA","slc16a1a"
"376","blood_90","BA","slc16a1a"
"377","blood_90","BA","zgc158423"
"378","blood_90","BA","zgc158423"
"379","blood_90","BA","zgc158423"
"380","blood_90","BA","zgc158423"
"381","blood_90","BA","zgc158423"
"382","blood_90","BA","lypd6"
"383","blood_90","BA","slco1c1"
"384","blood_90","BA","slco1c1"
"385","blood_90","BA","kdrl"
"386","blood_90","BA","kdrl"
"387","blood_90","BA","aplnrb"
"388","blood_90","BA","aplnrb"
"389","blood_90","BA","aplnrb"
"390","blood_90","BA","zic2b"
"391","blood_90","BA","zic2b"
"392","blood_90","BA","zic2b"
"393","blood_90","BA","zic2b"
"394","blood_90","BA","zic2b"
"395","blood_90","BA","zic2b"
"396","blood_90","BA","zic2b"
"397","blood_88","PHBC","eGFP"
"398","blood_88","PHBC","eGFP"
"399","blood_87","CeCtA","plvapb"
"400","blood_87","CeCtA","eGFP"
"401","blood_87","CeCtA","ehd3"
"402","blood_87","CeCtA","ehd2b"
"403","blood_87","CeCtA","abcb4"
"404","blood_863","PrA","stab1"
"405","blood_863","PrA","stab1"
"406","blood_863","PrA","plvapb"
"407","blood_863","PrA","eGFP"
"408","blood_863","PrA","eGFP"
"409","blood_863","PrA","slc7a5"
"410","blood_863","PrA","slc7a5"
"411","blood_863","PrA","prdx1"
"412","blood_863","PrA","slc16a1a"
"413","blood_863","PrA","zgc158423"
"414","blood_863","PrA","pdgfrb"
"415","blood_863","PrA","lypd6"
"416","blood_863","PrA","slco1c1"
"417","blood_863","PrA","cldn5a"
"418","blood_863","PrA","ehd2b"
"419","blood_863","PrA","bcl6b"
"420","blood_863","PrA","bcl6b"
"421","blood_863","PrA","hey1"
"422","blood_863","PrA","zic2b"
"423","blood_862","PrA","slc2a1a"
"424","blood_862","PrA","eGFP"
"425","blood_862","PrA","eGFP"
"426","blood_862","PrA","eGFP"
"427","blood_862","PrA","eGFP"
"428","blood_862","PrA","eGFP"
"429","blood_862","PrA","eGFP"
"430","blood_862","PrA","eGFP"
"431","blood_862","PrA","eGFP"
"432","blood_862","PrA","eGFP"
"433","blood_862","PrA","eGFP"
"434","blood_862","PrA","eGFP"
"435","blood_862","PrA","eGFP"
"436","blood_862","PrA","eGFP"
"437","blood_862","PrA","slc7a5"
"438","blood_862","PrA","slc7a5"
"439","blood_862","PrA","slc7a5"
"440","blood_862","PrA","slc7a5"
"441","blood_862","PrA","slc7a5"
"442","blood_862","PrA","slc7a5"
"443","blood_862","PrA","slc7a5"
"444","blood_862","PrA","slc7a5"
"445","blood_862","PrA","slc7a5"
"446","blood_862","PrA","slc7a5"
"447","blood_862","PrA","slc7a5"
"448","blood_862","PrA","slc7a5"
"449","blood_862","PrA","prdx1"
"450","blood_862","PrA","aoc2"
"451","blood_862","PrA","slc16a1a"
"452","blood_862","PrA","zgc158423"
"453","blood_862","PrA","zgc158423"
"454","blood_862","PrA","dll4"
"455","blood_862","PrA","dll4"
"456","blood_862","PrA","cldn5a"
"457","blood_862","PrA","cldn5a"
"458","blood_862","PrA","kdrl"
"459","blood_862","PrA","bcl6b"
"460","blood_862","PrA","bcl6b"
"461","blood_862","PrA","abcb4"
"462","blood_862","PrA","adgrl1a"
"463","blood_862","PrA","myo1hb"
"464","blood_860","PrV","stab1"
"465","blood_860","PrV","plvapb"
"466","blood_860","PrV","eGFP"
"467","blood_860","PrV","eGFP"
"468","blood_860","PrV","eGFP"
"469","blood_860","PrV","eGFP"
"470","blood_860","PrV","eGFP"
"471","blood_860","PrV","slc7a5"
"472","blood_860","PrV","pdgfrb"
"473","blood_860","PrV","lypd6"
"474","blood_860","PrV","ehd2b"
"475","blood_860","PrV","zic2b"
"476","blood_860","PrV","abcb4"
"477","blood_860","PrV","abcb4"
"478","blood_860","PrV","abcb4"
"479","blood_860","PrV","abcb4"
"480","blood_860","PrV","fgf4"
"481","blood_859","Dorsal","eGFP"
"482","blood_859","Dorsal","eGFP"
"483","blood_859","Dorsal","eGFP"
"484","blood_859","Dorsal","eGFP"
"485","blood_859","Dorsal","eGFP"
"486","blood_859","Dorsal","eGFP"
"487","blood_859","Dorsal","aoc2"
"488","blood_859","Dorsal","slco1d1"
"489","blood_859","Dorsal","slco1d1"
"490","blood_859","Dorsal","abcb4"
"491","blood_859","Dorsal","abcb4"
"492","blood_859","Dorsal","myo1hb"
"493","blood_858","PHBC","stab1"
"494","blood_858","PHBC","eGFP"
"495","blood_858","PHBC","eGFP"
"496","blood_858","PHBC","slc7a5"
"497","blood_858","PHBC","slc7a5"
"498","blood_858","PHBC","slc7a5"
"499","blood_858","PHBC","prdx1"
"500","blood_858","PHBC","aoc2"
"501","blood_858","PHBC","zgc158423"
"502","blood_858","PHBC","zgc158423"
"503","blood_858","PHBC","slco1d1"
"504","blood_857","PHBC","osr2"
"505","blood_857","PHBC","eGFP"
"506","blood_857","PHBC","eGFP"
"507","blood_857","PHBC","eGFP"
"508","blood_857","PHBC","eGFP"
"509","blood_857","PHBC","eGFP"
"510","blood_857","PHBC","eGFP"
"511","blood_857","PHBC","slc7a5"
"512","blood_857","PHBC","aoc2"
"513","blood_857","PHBC","cldn5a"
"514","blood_857","PHBC","kdrl"
"515","blood_857","PHBC","sult2st1"
"516","blood_857","PHBC","pecam1"
"517","blood_856","PrA","stab1"
"518","blood_856","PrA","stab1"
"519","blood_856","PrA","stab1"
"520","blood_856","PrA","stab1"
"521","blood_856","PrA","eGFP"
"522","blood_856","PrA","eGFP"
"523","blood_856","PrA","eGFP"
"524","blood_856","PrA","eGFP"
"525","blood_856","PrA","eGFP"
"526","blood_856","PrA","eGFP"
"527","blood_856","PrA","eGFP"
"528","blood_856","PrA","eGFP"
"529","blood_856","PrA","eGFP"
"530","blood_856","PrA","slc7a5"
"531","blood_856","PrA","ehd3"
"532","blood_856","PrA","aoc2"
"533","blood_856","PrA","zgc158423"
"534","blood_856","PrA","zgc158423"
"535","blood_856","PrA","zgc158423"
"536","blood_856","PrA","zgc158423"
"537","blood_856","PrA","zgc158423"
"538","blood_856","PrA","slco1c1"
"539","blood_856","PrA","cldn5a"
"540","blood_856","PrA","sult2st1"
"541","blood_856","PrA","ehd2b"
"542","blood_856","PrA","slco1d1"
"543","blood_856","PrA","pecam1"
"544","blood_856","PrA","pecam1"
"545","blood_856","PrA","zic2b"
"546","blood_856","PrA","fgf4"
"547","blood_856","PrA","adgrl1a"
"548","blood_854","PrA","slc2a1a"
"549","blood_854","PrA","eGFP"
"550","blood_854","PrA","eGFP"
"551","blood_854","PrA","slc7a5"
"552","blood_854","PrA","slc7a5"
"553","blood_854","PrA","slc7a5"
"554","blood_854","PrA","slc7a5"
"555","blood_854","PrA","slc7a5"
"556","blood_854","PrA","slc16a1a"
"557","blood_854","PrA","slc16a1a"
"558","blood_854","PrA","zgc158423"
"559","blood_854","PrA","zgc158423"
"560","blood_854","PrA","zgc158423"
"561","blood_854","PrA","zgc158423"
"562","blood_854","PrA","zgc158423"
"563","blood_854","PrA","pdgfrb"
"564","blood_854","PrA","slco1c1"
"565","blood_854","PrA","dll4"
"566","blood_854","PrA","cldn5a"
"567","blood_854","PrA","cldn5a"
"568","blood_854","PrA","kdrl"
"569","blood_854","PrA","kdrl"
"570","blood_854","PrA","slco1d1"
"571","blood_854","PrA","hey1"
"572","blood_853","PrCm","stab1"
"573","blood_853","PrCm","eGFP"
"574","blood_853","PrCm","eGFP"
"575","blood_853","PrCm","eGFP"
"576","blood_853","PrCm","eGFP"
"577","blood_853","PrCm","eGFP"
"578","blood_853","PrCm","slc7a5"
"579","blood_853","PrCm","cldn5a"
"580","blood_853","PrCm","cxcr4b"
"581","blood_853","PrCm","kdrl"
"582","blood_853","PrCm","slco1d1"
"583","blood_853","PrCm","bcl6b"
"584","blood_853","PrCm","adgrl1a"
"585","blood_852","PHBC","osr2"
"586","blood_852","PHBC","osr2"
"587","blood_852","PHBC","osr2"
"588","blood_852","PHBC","stab1"
"589","blood_852","PHBC","stab1"
"590","blood_852","PHBC","stab1"
"591","blood_852","PHBC","stab1"
"592","blood_852","PHBC","slc2a1a"
"593","blood_852","PHBC","slc2a1a"
"594","blood_852","PHBC","plvapb"
"595","blood_852","PHBC","eGFP"
"596","blood_852","PHBC","eGFP"
"597","blood_852","PHBC","eGFP"
"598","blood_852","PHBC","eGFP"
"599","blood_852","PHBC","eGFP"
"600","blood_852","PHBC","eGFP"
"601","blood_852","PHBC","eGFP"
"602","blood_852","PHBC","eGFP"
"603","blood_852","PHBC","eGFP"
"604","blood_852","PHBC","eGFP"
"605","blood_852","PHBC","eGFP"
"606","blood_852","PHBC","eGFP"
"607","blood_852","PHBC","eGFP"
"608","blood_852","PHBC","eGFP"
"609","blood_852","PHBC","eGFP"
"610","blood_852","PHBC","eGFP"
"611","blood_852","PHBC","eGFP"
"612","blood_852","PHBC","slc7a5"
"613","blood_852","PHBC","slc7a5"
"614","blood_852","PHBC","slc7a5"
"615","blood_852","PHBC","slc7a5"
"616","blood_852","PHBC","slc7a5"
"617","blood_852","PHBC","slc7a5"
"618","blood_852","PHBC","slc7a5"
"619","blood_852","PHBC","prdx1"
"620","blood_852","PHBC","aoc2"
"621","blood_852","PHBC","aoc2"
"622","blood_852","PHBC","slc16a1a"
"623","blood_852","PHBC","slc16a1a"
"624","blood_852","PHBC","slc16a1a"
"625","blood_852","PHBC","slc16a1a"
"626","blood_852","PHBC","zgc158423"
"627","blood_852","PHBC","zgc158423"
"628","blood_852","PHBC","zgc158423"
"629","blood_852","PHBC","zgc158423"
"630","blood_852","PHBC","pdgfrb"
"631","blood_852","PHBC","kdrl"
"632","blood_852","PHBC","kdrl"
"633","blood_852","PHBC","ehd2b"
"634","blood_852","PHBC","bcl6b"
"635","blood_852","PHBC","bcl6b"
"636","blood_852","PHBC","bcl6b"
"637","blood_852","PHBC","bcl6b"
"638","blood_852","PHBC","bcl6b"
"639","blood_852","PHBC","bcl6b"
"640","blood_852","PHBC","bcl6b"
"641","blood_852","PHBC","bcl6b"
"642","blood_852","PHBC","hey1"
"643","blood_852","PHBC","pecam1"
"644","blood_852","PHBC","pecam1"
"645","blood_852","PHBC","pecam1"
"646","blood_852","PHBC","pecam1"
"647","blood_852","PHBC","zic2b"
"648","blood_852","PHBC","abcb4"
"649","blood_852","PHBC","esm1"
"650","blood_852","PHBC","fgf4"
"651","blood_852","PHBC","fgf4"
"652","blood_852","PHBC","myo1hb"
"653","blood_851","PrCm","stab1"
"654","blood_851","PrCm","eGFP"
"655","blood_851","PrCm","eGFP"
"656","blood_851","PrCm","eGFP"
"657","blood_851","PrCm","eGFP"
"658","blood_851","PrCm","slc7a5"
"659","blood_851","PrCm","zgc158423"
"660","blood_851","PrCm","slco1c1"
"661","blood_851","PrCm","slco1c1"
"662","blood_851","PrCm","cldn5a"
"663","blood_851","PrCm","cldn5a"
"664","blood_851","PrCm","slco1d1"
"665","blood_851","PrCm","slco1d1"
"666","blood_850","PHBC","eGFP"
"667","blood_850","PHBC","eGFP"
"668","blood_850","PHBC","ehd3"
"669","blood_850","PHBC","ehd3"
"670","blood_850","PHBC","lypd6"
"671","blood_850","PHBC","slco1d1"
"672","blood_850","PHBC","pecam1"
"673","blood_850","PHBC","pecam1"
"674","blood_85","CeCtA","eGFP"
"675","blood_85","CeCtA","slc7a5"
"676","blood_85","CeCtA","ehd3"
"677","blood_849","MMsCtA","osr2"
"678","blood_849","MMsCtA","stab1"
"679","blood_849","MMsCtA","stab1"
"680","blood_849","MMsCtA","stab1"
"681","blood_849","MMsCtA","stab1"
"682","blood_849","MMsCtA","stab1"
"683","blood_849","MMsCtA","slc2a1a"
"684","blood_849","MMsCtA","slc2a1a"
"685","blood_849","MMsCtA","slc2a1a"
"686","blood_849","MMsCtA","slc2a1a"
"687","blood_849","MMsCtA","slc2a1a"
"688","blood_849","MMsCtA","agtr1b"
"689","blood_849","MMsCtA","eGFP"
"690","blood_849","MMsCtA","eGFP"
"691","blood_849","MMsCtA","eGFP"
"692","blood_849","MMsCtA","eGFP"
"693","blood_849","MMsCtA","eGFP"
"694","blood_849","MMsCtA","eGFP"
"695","blood_849","MMsCtA","eGFP"
"696","blood_849","MMsCtA","eGFP"
"697","blood_849","MMsCtA","eGFP"
"698","blood_849","MMsCtA","eGFP"
"699","blood_849","MMsCtA","eGFP"
"700","blood_849","MMsCtA","eGFP"
"701","blood_849","MMsCtA","eGFP"
"702","blood_849","MMsCtA","eGFP"
"703","blood_849","MMsCtA","eGFP"
"704","blood_849","MMsCtA","eGFP"
"705","blood_849","MMsCtA","eGFP"
"706","blood_849","MMsCtA","eGFP"
"707","blood_849","MMsCtA","eGFP"
"708","blood_849","MMsCtA","eGFP"
"709","blood_849","MMsCtA","eGFP"
"710","blood_849","MMsCtA","eGFP"
"711","blood_849","MMsCtA","eGFP"
"712","blood_849","MMsCtA","eGFP"
"713","blood_849","MMsCtA","eGFP"
"714","blood_849","MMsCtA","eGFP"
"715","blood_849","MMsCtA","eGFP"
"716","blood_849","MMsCtA","eGFP"
"717","blood_849","MMsCtA","eGFP"
"718","blood_849","MMsCtA","eGFP"
"719","blood_849","MMsCtA","eGFP"
"720","blood_849","MMsCtA","eGFP"
"721","blood_849","MMsCtA","eGFP"
"722","blood_849","MMsCtA","eGFP"
"723","blood_849","MMsCtA","eGFP"
"724","blood_849","MMsCtA","eGFP"
"725","blood_849","MMsCtA","eGFP"
"726","blood_849","MMsCtA","eGFP"
"727","blood_849","MMsCtA","eGFP"
"728","blood_849","MMsCtA","eGFP"
"729","blood_849","MMsCtA","eGFP"
"730","blood_849","MMsCtA","eGFP"
"731","blood_849","MMsCtA","eGFP"
"732","blood_849","MMsCtA","slc7a5"
"733","blood_849","MMsCtA","slc7a5"
"734","blood_849","MMsCtA","slc7a5"
"735","blood_849","MMsCtA","slc7a5"
"736","blood_849","MMsCtA","slc7a5"
"737","blood_849","MMsCtA","slc7a5"
"738","blood_849","MMsCtA","slc7a5"
"739","blood_849","MMsCtA","slc7a5"
"740","blood_849","MMsCtA","slc7a5"
