"","region_id","region_name","feature_name"
"98","blood_81","Trunk","slc7a5"
"99","blood_81","Trunk","dll4"
"100","blood_81","Trunk","abcb4"
"101","blood_81","Trunk","abcb4"
"102","blood_81","Trunk","esm1"
"103","blood_81","Trunk","esm1"
"104","blood_81","Trunk","abcg2a"
"105","blood_81","Trunk","abcg2a"
"106","blood_81","Trunk","pecam1"
"107","blood_81","Trunk","kdrl"
"108","blood_81","Trunk","plvapb"
"109","blood_81","Trunk","plvapb"
"110","blood_83","Trunk","aoc2"
"111","blood_83","Trunk","aoc2"
"112","blood_83","Trunk","eGFP"
"113","blood_83","Trunk","ehd2b"
"114","blood_83","Trunk","slco1c1"
"115","blood_83","Trunk","plvapb"
"116","blood_83","Trunk","plvapb"
"117","blood_84","Trunk","dll4"
"118","blood_84","Trunk","dll4"
"119","blood_84","Trunk","stab1"
"120","blood_84","Trunk","stab1"
"121","blood_85","Trunk","slc7a5"
"122","blood_85","Trunk","slc7a5"
"123","blood_85","Trunk","slc7a5"
"124","blood_85","Trunk","pdgfrb"
"125","blood_85","Trunk","esm1"
"126","blood_85","Trunk","fgf4"
"127","blood_86","Trunk","spock3"
"128","blood_86","Trunk","dll4"
"129","blood_87","dorsal","slc2a1a"
"130","blood_87","dorsal","slc2a1a"
"131","blood_87","dorsal","eGFP"
"132","blood_87","dorsal","eGFP"
"133","blood_87","dorsal","eGFP"
"134","blood_87","dorsal","eGFP"
"135","blood_87","dorsal","eGFP"
"136","blood_87","dorsal","eGFP"
"137","blood_87","dorsal","slc7a5"
"138","blood_87","dorsal","slc7a5"
"139","blood_87","dorsal","slc7a5"
"140","blood_87","dorsal","slc7a5"
"141","blood_87","dorsal","slc7a5"
"142","blood_87","dorsal","slc7a5"
"143","blood_87","dorsal","slc7a5"
"144","blood_87","dorsal","slc7a5"
"145","blood_87","dorsal","zgc:158423"
"146","blood_87","dorsal","dll4"
"147","blood_87","dorsal","dll4"
"148","blood_87","dorsal","dll4"
"149","blood_87","dorsal","stab1"
"150","blood_87","dorsal","stab1"
"151","blood_87","dorsal","stab1"
"152","blood_87","dorsal","stab1"
"153","blood_87","dorsal","prdx1"
"154","blood_87","dorsal","zic2b"
"155","blood_87","dorsal","ehd3"
"156","blood_87","dorsal","slc16a1a"
"157","blood_87","dorsal","slc16a1a"
"158","blood_87","dorsal","lypd6"
"159","blood_87","dorsal","abcc2"
"160","blood_87","dorsal","osr2"
"161","blood_87","dorsal","abcg2a"
"162","blood_87","dorsal","bcl6b"
"163","blood_87","dorsal","bcl6b"
"164","blood_87","dorsal","slco1c1"
"165","blood_87","dorsal","dab2"
"166","blood_87","dorsal","cxcr4b"
"167","blood_88","Trunk","eGFP"
"168","blood_88","Trunk","slc7a5"
"169","blood_88","Trunk","dll4"
"170","blood_88","Trunk","dll4"
"171","blood_88","Trunk","dll4"
"172","blood_88","Trunk","dll4"
"173","blood_88","Trunk","dll4"
"174","blood_88","Trunk","slc16a1a"
"175","blood_88","Trunk","pdgfrb"
"176","blood_88","Trunk","slco1d1"
"177","blood_88","Trunk","adgrl1a"
"178","blood_88","Trunk","pecam1"
"179","blood_88","Trunk","kdrl"
"180","blood_89","dorsal","stab1"
"181","blood_90","dorsal","spock3"
"182","blood_90","dorsal","slc7a5"
"183","blood_90","dorsal","zgc:158423"
"184","blood_90","dorsal","zgc:158423"
"185","blood_90","dorsal","zgc:158423"
"186","blood_90","dorsal","stab1"
"187","blood_90","dorsal","stab1"
"188","blood_90","dorsal","prdx1"
"189","blood_90","dorsal","aplnrb"
"190","blood_91","dorsal","stab1"
"191","blood_91","dorsal","hey2"
"192","blood_91","dorsal","lypd6"
"193","blood_91","dorsal","kdrl"
"194","blood_91","dorsal","sult2st1"
"195","blood_91","dorsal","agtr1b"
"196","blood_92","dorsal","slc7a5"
"197","blood_92","dorsal","zgc:158423"
"198","blood_92","dorsal","abcb4"
"199","blood_20","dorsal","slc2a1a"
"200","blood_20","dorsal","eGFP"
"201","blood_20","dorsal","ehd2b"
"202","blood_20","dorsal","ehd2b"
"203","blood_20","dorsal","slc7a5"
"204","blood_20","dorsal","slc7a5"
"205","blood_20","dorsal","slc7a5"
"206","blood_20","dorsal","slc7a5"
"207","blood_20","dorsal","slc7a5"
"208","blood_20","dorsal","slc7a5"
"209","blood_20","dorsal","slc7a5"
"210","blood_20","dorsal","slc7a5"
"211","blood_20","dorsal","slc7a5"
"212","blood_20","dorsal","slc7a5"
"213","blood_20","dorsal","slc7a5"
"214","blood_20","dorsal","slc7a5"
"215","blood_20","dorsal","slc7a5"
"216","blood_20","dorsal","zgc:158423"
"217","blood_20","dorsal","stab1"
"218","blood_20","dorsal","stab1"
"219","blood_20","dorsal","stab1"
"220","blood_20","dorsal","stab1"
"221","blood_20","dorsal","stab1"
"222","blood_20","dorsal","stab1"
"223","blood_20","dorsal","stab1"
"224","blood_20","dorsal","stab1"
"225","blood_20","dorsal","stab1"
"226","blood_20","dorsal","stab1"
"227","blood_20","dorsal","stab1"
"228","blood_20","dorsal","stab1"
"229","blood_20","dorsal","stab1"
"230","blood_20","dorsal","stab1"
"231","blood_20","dorsal","stab1"
"232","blood_20","dorsal","prdx1"
"233","blood_20","dorsal","prdx1"
"234","blood_20","dorsal","hey2"
"235","blood_20","dorsal","ehd3"
"236","blood_20","dorsal","ehd3"
"237","blood_20","dorsal","slc16a1a"
"238","blood_20","dorsal","slc16a1a"
"239","blood_20","dorsal","slc16a1a"
"240","blood_20","dorsal","slc16a1a"
"241","blood_20","dorsal","slc16a1a"
"242","blood_20","dorsal","slc16a1a"
"243","blood_20","dorsal","slc16a1a"
"244","blood_20","dorsal","slc16a1a"
"245","blood_20","dorsal","slc16a1a"
"246","blood_20","dorsal","slc16a1a"
"247","blood_20","dorsal","slc16a1a"
"248","blood_20","dorsal","slc16a1a"
"249","blood_20","dorsal","slc16a1a"
"250","blood_20","dorsal","slc16a1a"
"251","blood_20","dorsal","slc16a1a"
"252","blood_20","dorsal","slco1d1"
"253","blood_20","dorsal","slco1d1"
"254","blood_20","dorsal","osr2"
"255","blood_20","dorsal","osr2"
"256","blood_42","PrV","cldn5a"
"257","blood_42","PrV","cldn5a"
"258","blood_42","PrV","slc7a5"
"259","blood_42","PrV","slc7a5"
"260","blood_42","PrV","slc7a5"
"261","blood_42","PrV","slc7a5"
"262","blood_42","PrV","slc7a5"
"263","blood_42","PrV","slc7a5"
"264","blood_42","PrV","slc7a5"
"265","blood_42","PrV","zgc:158423"
"266","blood_42","PrV","zgc:158423"
"267","blood_42","PrV","stab1"
"268","blood_42","PrV","stab1"
"269","blood_42","PrV","stab1"
"270","blood_42","PrV","stab1"
"271","blood_42","PrV","zic2b"
"272","blood_42","PrV","slc16a1a"
"273","blood_42","PrV","slc16a1a"
"274","blood_42","PrV","slc16a1a"
"275","blood_42","PrV","slc16a1a"
"276","blood_42","PrV","slc16a1a"
"277","blood_42","PrV","slc16a1a"
"278","blood_42","PrV","slc16a1a"
"279","blood_42","PrV","aplnrb"
"280","blood_42","PrV","sult2st1"
"281","blood_44","CeCtA","cldn5a"
"282","blood_44","CeCtA","aoc2"
"283","blood_44","CeCtA","slc2a1a"
"284","blood_44","CeCtA","eGFP"
"285","blood_44","CeCtA","eGFP"
"286","blood_44","CeCtA","eGFP"
"287","blood_44","CeCtA","eGFP"
"288","blood_44","CeCtA","ehd2b"
"289","blood_44","CeCtA","slc7a5"
"290","blood_44","CeCtA","slc7a5"
"291","blood_44","CeCtA","slc7a5"
"292","blood_44","CeCtA","slc7a5"
"293","blood_44","CeCtA","zgc:158423"
"294","blood_44","CeCtA","zic2b"
"295","blood_44","CeCtA","ehd3"
"296","blood_44","CeCtA","ehd3"
"297","blood_44","CeCtA","slc16a1a"
"298","blood_44","CeCtA","pdgfrb"
"299","blood_44","CeCtA","lypd6"
"300","blood_44","CeCtA","slco1d1"
"301","blood_44","CeCtA","esm1"
"302","blood_44","CeCtA","osr2"
"303","blood_44","CeCtA","pecam1"
"304","blood_44","CeCtA","sult2st1"
"305","blood_44","CeCtA","agtr1b"
"306","blood_44","CeCtA","cxcr4b"
"307","blood_46","PrV","cldn5a"
"308","blood_46","PrV","cldn5a"
"309","blood_46","PrV","cldn5a"
"310","blood_46","PrV","cldn5a"
"311","blood_46","PrV","cldn5a"
"312","blood_46","PrV","cldn5a"
"313","blood_46","PrV","cldn5a"
"314","blood_46","PrV","cldn5a"
"315","blood_46","PrV","spock3"
"316","blood_46","PrV","spock3"
"317","blood_46","PrV","spock3"
"318","blood_46","PrV","slc2a1a"
"319","blood_46","PrV","slc2a1a"
"320","blood_46","PrV","slc7a5"
"321","blood_46","PrV","slc7a5"
"322","blood_46","PrV","slc7a5"
"323","blood_46","PrV","slc7a5"
"324","blood_46","PrV","slc7a5"
"325","blood_46","PrV","slc7a5"
"326","blood_46","PrV","slc7a5"
"327","blood_46","PrV","slc7a5"
"328","blood_46","PrV","slc7a5"
"329","blood_46","PrV","slc7a5"
"330","blood_46","PrV","slc7a5"
"331","blood_46","PrV","slc7a5"
"332","blood_46","PrV","slc7a5"
"333","blood_46","PrV","slc7a5"
"334","blood_46","PrV","slc7a5"
"335","blood_46","PrV","slc7a5"
"336","blood_46","PrV","slc7a5"
"337","blood_46","PrV","slc7a5"
"338","blood_46","PrV","slc7a5"
"339","blood_46","PrV","slc7a5"
"340","blood_46","PrV","slc7a5"
"341","blood_46","PrV","slc7a5"
"342","blood_46","PrV","slc7a5"
"343","blood_46","PrV","slc7a5"
"344","blood_46","PrV","slc7a5"
"345","blood_46","PrV","slc7a5"
"346","blood_46","PrV","slc7a5"
"347","blood_46","PrV","slc7a5"
"348","blood_46","PrV","slc7a5"
"349","blood_46","PrV","slc7a5"
"350","blood_46","PrV","slc7a5"
"351","blood_46","PrV","zgc:158423"
"352","blood_46","PrV","zgc:158423"
"353","blood_46","PrV","zgc:158423"
"354","blood_46","PrV","zgc:158423"
"355","blood_46","PrV","stab1"
"356","blood_46","PrV","stab1"
"357","blood_46","PrV","stab1"
"358","blood_46","PrV","stab1"
"359","blood_46","PrV","stab1"
"360","blood_46","PrV","zic2b"
"361","blood_46","PrV","zic2b"
"362","blood_46","PrV","zic2b"
"363","blood_46","PrV","hey2"
"364","blood_46","PrV","slc16a1a"
"365","blood_46","PrV","slc16a1a"
"366","blood_46","PrV","slc16a1a"
"367","blood_46","PrV","slc16a1a"
"368","blood_46","PrV","slc16a1a"
"369","blood_46","PrV","slc16a1a"
"370","blood_46","PrV","slc16a1a"
"371","blood_46","PrV","slc16a1a"
"372","blood_46","PrV","slc16a1a"
"373","blood_46","PrV","slc16a1a"
"374","blood_46","PrV","slc16a1a"
"375","blood_46","PrV","slc16a1a"
"376","blood_46","PrV","pdgfrb"
"377","blood_46","PrV","osr2"
"378","blood_46","PrV","myo1hb"
"379","blood_49","CeCtA","slc7a5"
"380","blood_49","CeCtA","slc7a5"
"381","blood_49","CeCtA","slc7a5"
"382","blood_49","CeCtA","slc7a5"
"383","blood_49","CeCtA","ehd3"
"384","blood_49","CeCtA","lypd6"
"385","blood_49","CeCtA","adgrl1a"
"386","blood_50","dorsal","aoc2"
"387","blood_50","dorsal","slc7a5"
"388","blood_50","dorsal","stab1"
"389","blood_50","dorsal","ehd3"
"390","blood_50","dorsal","abcb4"
"391","blood_52","Trunk","cldn5a"
"392","blood_52","Trunk","slc7a5"
"393","blood_52","Trunk","dll4"
"394","blood_52","Trunk","zic2b"
"395","blood_52","Trunk","adgrl1a"
"396","blood_52","Trunk","esm1"
"397","blood_52","Trunk","abcg2a"
"398","blood_52","Trunk","fgf4"
"399","blood_52","Trunk","kdrl"
"400","blood_52","Trunk","kdrl"
"401","blood_54","Trunk","ehd3"
"402","blood_56","MMsCtA","spock3"
"403","blood_56","MMsCtA","spock3"
"404","blood_56","MMsCtA","spock3"
"405","blood_56","MMsCtA","aoc2"
"406","blood_56","MMsCtA","eGFP"
"407","blood_56","MMsCtA","eGFP"
"408","blood_56","MMsCtA","ehd2b"
"409","blood_56","MMsCtA","ehd2b"
"410","blood_56","MMsCtA","slc7a5"
"411","blood_56","MMsCtA","slc7a5"
"412","blood_56","MMsCtA","slc7a5"
"413","blood_56","MMsCtA","slc7a5"
"414","blood_56","MMsCtA","slc7a5"
"415","blood_56","MMsCtA","slc7a5"
"416","blood_56","MMsCtA","slc7a5"
"417","blood_56","MMsCtA","slc7a5"
"418","blood_56","MMsCtA","slc7a5"
"419","blood_56","MMsCtA","slc7a5"
"420","blood_56","MMsCtA","stab2"
"421","blood_56","MMsCtA","stab2"
"422","blood_56","MMsCtA","dll4"
"423","blood_56","MMsCtA","dll4"
"424","blood_56","MMsCtA","dll4"
"425","blood_56","MMsCtA","stab1"
"426","blood_56","MMsCtA","stab1"
"427","blood_56","MMsCtA","stab1"
"428","blood_56","MMsCtA","stab1"
"429","blood_56","MMsCtA","stab1"
"430","blood_56","MMsCtA","stab1"
"431","blood_56","MMsCtA","stab1"
"432","blood_56","MMsCtA","stab1"
"433","blood_56","MMsCtA","stab1"
"434","blood_56","MMsCtA","prdx1"
"435","blood_56","MMsCtA","ehd3"
"436","blood_56","MMsCtA","ehd3"
"437","blood_56","MMsCtA","ehd3"
"438","blood_56","MMsCtA","slc16a1a"
"439","blood_56","MMsCtA","lypd6"
"440","blood_56","MMsCtA","lypd6"
"441","blood_56","MMsCtA","adgrl1a"
"442","blood_56","MMsCtA","abcb4"
"443","blood_56","MMsCtA","abcc2"
"444","blood_56","MMsCtA","abcg2a"
"445","blood_56","MMsCtA","bcl6b"
"446","blood_56","MMsCtA","slco1c1"
"447","blood_56","MMsCtA","slco1c1"
"448","blood_56","MMsCtA","slco1c1"
"449","blood_56","MMsCtA","slco1c1"
"450","blood_56","MMsCtA","agtr1b"
"451","blood_56","MMsCtA","agtr1b"
"452","blood_56","MMsCtA","agtr1b"
"453","blood_56","MMsCtA","plvapb"
"454","blood_56","MMsCtA","plvapb"
"455","blood_60","Trunk","slc7a5"
"456","blood_60","Trunk","osr2"
"457","blood_63","PrV","slc7a5"
"458","blood_63","PrV","slc7a5"
"459","blood_63","PrV","slc7a5"
"460","blood_63","PrV","slc7a5"
"461","blood_63","PrV","zgc:158423"
"462","blood_63","PrV","slc16a1a"
"463","blood_63","PrV","slc16a1a"
"464","blood_63","PrV","slc16a1a"
"465","blood_63","PrV","slc16a1a"
"466","blood_63","PrV","abcg2a"
"467","blood_63","PrV","sult2st1"
"468","blood_65","dorsal","cldn5a"
"469","blood_65","dorsal","ehd2b"
"470","blood_65","dorsal","slc7a5"
"471","blood_65","dorsal","stab1"
"472","blood_65","dorsal","slc16a1a"
"473","blood_65","dorsal","slc16a1a"
"474","blood_65","dorsal","abcb4"
"475","blood_65","dorsal","aplnrb"
"476","blood_65","dorsal","myo1hb"
"477","blood_66","dorsal","spock3"
"478","blood_66","dorsal","slc2a1a"
"479","blood_66","dorsal","slc2a1a"
"480","blood_66","dorsal","eGFP"
"481","blood_66","dorsal","slc7a5"
"482","blood_66","dorsal","slc7a5"
"483","blood_66","dorsal","zgc:158423"
"484","blood_66","dorsal","stab1"
"485","blood_66","dorsal","stab1"
"486","blood_66","dorsal","hey2"
"487","blood_66","dorsal","ehd3"
"488","blood_66","dorsal","ehd3"
"489","blood_66","dorsal","ehd3"
"490","blood_66","dorsal","slc16a1a"
"491","blood_66","dorsal","slc16a1a"
"492","blood_66","dorsal","slc16a1a"
"493","blood_66","dorsal","slc16a1a"
"494","blood_66","dorsal","slco1d1"
"495","blood_66","dorsal","osr2"
"496","blood_66","dorsal","osr2"
"497","blood_66","dorsal","pecam1"
"498","blood_66","dorsal","kdrl"
"499","blood_66","dorsal","sult2st1"
"500","blood_66","dorsal","agtr1b"
"501","blood_66","dorsal","cxcr4b"
"502","blood_66","dorsal","cxcr4b"
"503","blood_68","dorsal","hey1"
"504","blood_68","dorsal","slc2a1a"
"505","blood_68","dorsal","agtr1b"
"506","blood_2","dorsal","eGFP"
"507","blood_2","dorsal","ehd2b"
"508","blood_2","dorsal","slc7a5"
"509","blood_2","dorsal","slc7a5"
"510","blood_2","dorsal","dll4"
"511","blood_2","dorsal","dll4"
"512","blood_2","dorsal","slc16a1a"
"513","blood_2","dorsal","aplnrb"
"514","blood_2","dorsal","plvapb"
"515","blood_2","dorsal","plvapb"
"516","blood_3","Trunk","ehd2b"
"517","blood_3","Trunk","slc7a5"
"518","blood_3","Trunk","slc7a5"
"519","blood_3","Trunk","prdx1"
"520","blood_3","Trunk","hey2"
"521","blood_3","Trunk","pdgfrb"
"522","blood_3","Trunk","abcg2a"
"523","blood_3","Trunk","bcl6b"
"524","blood_4","Trunk","cldn5a"
"525","blood_4","Trunk","hey1"
"526","blood_4","Trunk","eGFP"
"527","blood_4","Trunk","stab2"
"528","blood_4","Trunk","dll4"
"529","blood_4","Trunk","dll4"
"530","blood_4","Trunk","stab1"
"531","blood_4","Trunk","zic2b"
"532","blood_4","Trunk","slc16a1a"
"533","blood_4","Trunk","slc16a1a"
"534","blood_4","Trunk","pdgfrb"
"535","blood_4","Trunk","lypd6"
"536","blood_4","Trunk","esm1"
"537","blood_4","Trunk","esm1"
"538","blood_4","Trunk","abcc2"
"539","blood_4","Trunk","osr2"
"540","blood_4","Trunk","osr2"
"541","blood_4","Trunk","osr2"
"542","blood_4","Trunk","abcg2a"
"543","blood_4","Trunk","bcl6b"
"544","blood_4","Trunk","fgf4"
"545","blood_4","Trunk","pecam1"
"546","blood_4","Trunk","pecam1"
"547","blood_4","Trunk","kdrl"
"548","blood_4","Trunk","dab2"
"549","blood_4","Trunk","cxcr4b"
"550","blood_5","Trunk","slc2a1a"
"551","blood_5","Trunk","eGFP"
"552","blood_5","Trunk","eGFP"
"553","blood_5","Trunk","dll4"
"554","blood_5","Trunk","stab1"
"555","blood_5","Trunk","stab1"
"556","blood_5","Trunk","stab1"
"557","blood_5","Trunk","fgf4"
"558","blood_5","Trunk","pecam1"
"559","blood_5","Trunk","cxcr4b"
"560","blood_6","dorsal","slc7a5"
"561","blood_7","Trunk","aoc2"
"562","blood_7","Trunk","eGFP"
"563","blood_7","Trunk","ehd2b"
"564","blood_7","Trunk","slc7a5"
"565","blood_7","Trunk","fgf4"
"566","blood_7","Trunk","pecam1"
"567","blood_7","Trunk","plvapb"
"568","blood_7","Trunk","cxcr4b"
"569","blood_10","dorsal","cldn5a"
"570","blood_10","dorsal","aoc2"
"571","blood_10","dorsal","slc2a1a"
"572","blood_10","dorsal","slc2a1a"
"573","blood_10","dorsal","eGFP"
"574","blood_10","dorsal","ehd2b"
"575","blood_10","dorsal","slc7a5"
"576","blood_10","dorsal","slc7a5"
"577","blood_10","dorsal","slc7a5"
"578","blood_10","dorsal","zgc:158423"
"579","blood_10","dorsal","stab1"
"580","blood_10","dorsal","zic2b"
"581","blood_10","dorsal","zic2b"
"582","blood_10","dorsal","slc16a1a"
"583","blood_10","dorsal","slc16a1a"
"584","blood_10","dorsal","slc16a1a"
"585","blood_10","dorsal","pdgfrb"
"586","blood_10","dorsal","pdgfrb"
"587","blood_10","dorsal","slco1c1"
"588","blood_10","dorsal","pecam1"
"589","blood_11","MMsCtA","cldn5a"
"590","blood_11","MMsCtA","cldn5a"
"591","blood_11","MMsCtA","aoc2"
"592","blood_11","MMsCtA","aoc2"
"593","blood_11","MMsCtA","eGFP"
"594","blood_11","MMsCtA","slc7a5"
"595","blood_11","MMsCtA","zic2b"
"596","blood_11","MMsCtA","slc16a1a"
"597","blood_11","MMsCtA","pdgfrb"
"598","blood_11","MMsCtA","slco1d1"
"599","blood_11","MMsCtA","adgrl1a"
"600","blood_11","MMsCtA","bcl6b"
"601","blood_11","MMsCtA","aplnrb"
"602","blood_11","MMsCtA","sult2st1"
"603","blood_11","MMsCtA","plvapb"
"604","blood_12","PHBC","spock3"
"605","blood_12","PHBC","slc7a5"
"606","blood_12","PHBC","slc16a1a"
"607","blood_13","CeCtA","cldn5a"
"608","blood_13","CeCtA","eGFP"
"609","blood_13","CeCtA","ehd2b"
"610","blood_13","CeCtA","stab1"
"611","blood_13","CeCtA","sult2st1"
"612","blood_13","CeCtA","cxcr4b"
"613","blood_13","CeCtA","cxcr4b"
"614","blood_14","Trunk","aoc2"
"615","blood_14","Trunk","eGFP"
"616","blood_14","Trunk","stab2"
"617","blood_14","Trunk","pdgfrb"
"618","blood_14","Trunk","lypd6"
"619","blood_14","Trunk","pecam1"
"620","blood_14","Trunk","kdrl"
"621","blood_14","Trunk","plvapb"
"622","blood_15","dorsal","slc7a5"
"623","blood_15","dorsal","slc7a5"
"624","blood_15","dorsal","slc7a5"
"625","blood_15","dorsal","slc7a5"
"626","blood_15","dorsal","stab1"
"627","blood_15","dorsal","stab1"
"628","blood_15","dorsal","stab1"
"629","blood_16","CeCtA","slc2a1a"
"630","blood_16","CeCtA","eGFP"
"631","blood_16","CeCtA","ehd2b"
"632","blood_16","CeCtA","zgc:158423"
"633","blood_16","CeCtA","ehd3"
"634","blood_16","CeCtA","pecam1"
"635","blood_17","Trunk","aoc2"
"636","blood_17","Trunk","aoc2"
"637","blood_17","Trunk","eGFP"
"638","blood_17","Trunk","eGFP"
"639","blood_17","Trunk","dll4"
"640","blood_17","Trunk","dll4"
"641","blood_17","Trunk","dll4"
"642","blood_17","Trunk","ehd3"
"643","blood_17","Trunk","pdgfrb"
"644","blood_17","Trunk","pdgfrb"
"645","blood_17","Trunk","adgrl1a"
"646","blood_17","Trunk","abcb4"
"647","blood_17","Trunk","esm1"
"648","blood_18","Trunk","hey1"
"649","blood_18","Trunk","hey1"
"650","blood_18","Trunk","eGFP"
"651","blood_18","Trunk","slc7a5"
"652","blood_18","Trunk","dll4"
"653","blood_18","Trunk","dll4"
"654","blood_18","Trunk","dll4"
"655","blood_18","Trunk","ehd3"
"656","blood_18","Trunk","lypd6"
"657","blood_18","Trunk","lypd6"
"658","blood_18","Trunk","abcg2a"
"659","blood_18","Trunk","pecam1"
"660","blood_18","Trunk","dab2"
"661","blood_18","Trunk","cxcr4b"
"662","blood_25","MoCtA","cldn5a"
"663","blood_25","MoCtA","cldn5a"
"664","blood_25","MoCtA","cldn5a"
"665","blood_25","MoCtA","spock3"
"666","blood_25","MoCtA","aoc2"
"667","blood_25","MoCtA","eGFP"
"668","blood_25","MoCtA","eGFP"
"669","blood_25","MoCtA","eGFP"
"670","blood_25","MoCtA","eGFP"
"671","blood_25","MoCtA","eGFP"
"672","blood_25","MoCtA","eGFP"
"673","blood_25","MoCtA","eGFP"
"674","blood_25","MoCtA","eGFP"
"675","blood_25","MoCtA","eGFP"
"676","blood_25","MoCtA","eGFP"
"677","blood_25","MoCtA","slc7a5"
"678","blood_25","MoCtA","slc7a5"
"679","blood_25","MoCtA","slc7a5"
"680","blood_25","MoCtA","zgc:158423"
"681","blood_25","MoCtA","zgc:158423"
"682","blood_25","MoCtA","stab2"
"683","blood_25","MoCtA","stab2"
"684","blood_25","MoCtA","dll4"
"685","blood_25","MoCtA","dll4"
"686","blood_25","MoCtA","prdx1"
"687","blood_25","MoCtA","ehd3"
"688","blood_25","MoCtA","ehd3"
"689","blood_25","MoCtA","slc16a1a"
"690","blood_25","MoCtA","slc16a1a"
"691","blood_25","MoCtA","slc16a1a"
"692","blood_25","MoCtA","pdgfrb"
"693","blood_25","MoCtA","lypd6"
"694","blood_25","MoCtA","abcc2"
"695","blood_25","MoCtA","abcc2"
"696","blood_25","MoCtA","abcc2"
"697","blood_25","MoCtA","abcg2a"
"698","blood_25","MoCtA","bcl6b"
"699","blood_25","MoCtA","bcl6b"
"700","blood_25","MoCtA","slco1c1"
"701","blood_25","MoCtA","sult2st1"
"702","blood_25","MoCtA","agtr1b"
"703","blood_25","MoCtA","myo1hb"
"704","blood_27","Trunk","eGFP"
"705","blood_27","Trunk","eGFP"
"706","blood_27","Trunk","zgc:158423"
"707","blood_27","Trunk","lypd6"
"708","blood_27","Trunk","abcg2a"
